Geo_Loc,Year,State,Pop_Est,TTL_Cnty,Cnty_Rpt,Dys_w_AQI,Dys_NM,Dys_Blw_Thr,Dys_Abv_Thr,Good Days,Moderate Days,Unhealthy for Sensitive Groups Days,Unhealthy Days,Very Unhealthy Days,Hazardous Days,Max AQI,90th Percentile AQI,Median AQI,Days CO,Days NO2,Days Ozone,Days PM2.5,Days PM10
POINT (-86.63186076199969 32.84057112200048),1995,Alabama,4296800,67,25,4515,4610,4234,281,3466,768,212,60,9,0,2728,1577,775,103,105,3315,43,949
POINT (-147.72205903599973 64.84507995700051),1995,Alaska,604412,30,5,1391,434,1375,16,1171,204,15,1,0,0,519,291,133,307,0,346,3,735
POINT (-111.76381127699972 34.865970280000454),1995,Arizona,4432499,15,10,2027,1623,1902,125,1234,668,105,20,0,0,1080,640,370,120,207,1154,192,354
POINT (-92.27449074299966 34.74865012400045),1995,Arkansas,2535399,75,20,2570,4730,2455,115,2118,337,100,13,2,0,1618,1041,517,46,45,1567,46,866
POINT (-120.99999953799971 37.63864012300047),1995,California,31696582,58,54,18394,1316,15798,2596,11888,3910,1552,717,315,12,13063,5393,2527,437,3457,13495,108,897
POINT (-106.13361092099967 38.843840757000464),1995,Colorado,3826653,64,29,7796,2789,7689,107,6343,1346,102,5,0,0,2639,1539,888,581,1013,2719,216,3267
POINT (-72.64984095199964 41.56266102000046),1995,Connecticut,3324144,8,8,2362,558,2169,193,1808,361,114,53,26,0,1732,738,319,165,554,1517,0,126
POINT (-75.57774116799965 39.008830667000495),1995,Delaware,729734,3,3,796,299,692,104,503,189,69,27,8,0,642,345,132,13,116,618,0,49
POINT (-77.036871 38.907192),1995,District Of Columbia,580517,1,1,365,0,311,54,198,113,35,16,3,0,219,115,48,26,164,127,45,3
POINT (-81.92896053899966 28.932040377000476),1995,Florida,14537875,67,29,7740,2845,7575,165,6458,1117,149,16,0,0,3344,1628,962,349,408,6394,123,466
POINT (-83.62758034599966 32.83968109300048),1995,Georgia,7328413,159,18,3879,2691,3439,440,2542,897,309,105,26,0,2735,1594,694,79,368,3048,100,284
POINT (-157.85774940299973 21.304850435000446),1995,Hawaii,1196854,5,4,797,663,797,0,794,3,0,0,0,0,201,135,95,148,2,476,56,115
POINT (-114.3637300419997 43.682630005000476),1995,Idaho,1177322,44,17,2496,3709,2496,0,2320,176,0,0,0,0,1128,713,392,602,182,367,188,1157
POINT (-88.99771017799969 40.48501028300046),1995,Illinois,12008437,102,24,7423,1337,7002,421,5837,1165,307,104,10,0,3835,1754,794,319,502,5758,0,844
POINT (-86.14996019399968 39.766910452000445),1995,Indiana,5851459,92,24,5557,3203,4832,725,3618,1214,516,188,21,0,3965,2441,944,492,868,3585,0,612
POINT (-93.81649055599968 42.46940091300047),1995,Iowa,2867373,99,9,2190,1095,2163,27,1880,283,24,3,0,0,865,473,270,101,0,1113,0,976
POINT (-98.20078122699965 38.34774030000045),1995,Kansas,2601007,105,10,1398,2252,1318,80,1116,202,69,10,1,0,901,535,266,111,143,762,0,382
POINT (-84.77497104799966 37.645970271000465),1995,Kentucky,3887427,120,37,8791,4714,8015,776,5904,2111,626,145,5,0,5916,3265,1464,239,1637,6103,45,767
POINT (-92.44568007099969 31.31266064400046),1995,Louisiana,4378779,64,23,7524,871,6903,621,5691,1212,501,113,7,0,3803,2036,826,25,698,6660,0,141
POINT (-68.98503133599962 45.254228894000505),1995,Maine,1243480,16,15,3754,1721,3616,138,3353,263,93,35,10,0,2409,861,466,0,47,3044,60,603
POINT (-76.60926011099963 39.29058096400047),1995,Maryland,5070033,24,16,3339,2501,2838,501,2262,576,305,155,41,0,2624,1595,643,314,280,2429,0,316
POINT (-72.08269067499964 42.27687047000046),1995,Massachusetts,6141445,14,11,3411,604,3204,207,2723,481,150,41,16,0,2036,858,411,153,1167,2062,0,29
POINT (-84.71439026999968 44.6613195430005),1995,Michigan,9676211,83,27,5671,4184,5229,442,4343,886,306,113,23,0,4398,2236,922,447,787,3984,0,453
POINT (-94.79420050299967 46.35564873600049),1995,Minnesota,4660180,87,13,3780,965,3729,51,3488,241,44,7,0,0,1271,587,351,1137,867,1431,14,331
POINT (-89.53803082499968 32.745510099000455),1995,Mississippi,2722659,82,15,3513,1962,3257,256,2463,794,240,16,0,0,1983,1227,563,47,0,3206,0,260
POINT (-92.56630005299968 38.635790776000476),1995,Missouri,5378247,115,15,4058,1417,3753,305,3050,703,199,94,12,0,2117,1128,478,455,1135,1725,0,743
POINT (-109.42442064499971 47.06652897200047),1995,Montana,876553,56,22,4776,3254,4775,1,4492,283,1,0,0,0,1492,795,389,945,217,210,41,3363
POINT (-99.36572062299967 41.6410409880005),1995,Nebraska,1656992,93,12,1423,2957,1415,8,1290,125,8,0,0,0,855,513,262,289,0,350,0,784
POINT (-117.07184056399967 39.493240390000494),1995,Nevada,1581578,17,9,1767,1518,1726,41,1251,475,37,4,0,0,846,498,317,116,123,1083,81,364
POINT (-71.50036091999965 43.65595011300047),1995,New Hampshire,1157561,10,8,1991,929,1932,59,1746,186,48,11,0,0,1018,434,252,92,251,1485,7,156
POINT (-74.27369128799967 40.13057004800049),1995,New Jersey,8083242,21,17,5584,621,5102,482,4015,1087,295,141,46,0,3176,1494,621,725,1607,3071,37,144
POINT (-106.24058098499967 34.52088095200048),1995,New Mexico,1720394,33,18,3465,3105,3419,46,2840,579,41,5,0,0,1248,673,385,625,391,1089,190,1170
POINT (-75.54397042699964 42.82700103200045),1995,New York,18524104,62,36,10108,3032,9628,480,8214,1414,336,123,21,0,5492,2292,1146,313,1480,7872,0,443
POINT (-79.15925046299964 35.466220975000454),1995,North Carolina,7344674,100,51,9111,9504,8380,731,6342,2038,620,108,3,0,5789,3543,1743,1080,202,6319,39,1471
POINT (-100.11842104899966 47.47531977900047),1995,North Dakota,647832,53,9,1665,1620,1664,1,1622,42,1,0,0,0,527,314,203,0,252,1135,0,278
POINT (-82.40426005599966 40.06021014100048),1995,Ohio,11202751,88,45,10658,5767,9613,1045,7439,2174,744,281,20,0,7150,4007,1669,575,1145,6747,0,2191
POINT (-97.52107021399968 35.47203135600046),1995,Oklahoma,3308208,77,10,2317,1333,2155,162,1787,368,129,31,2,0,1241,669,298,72,496,1457,0,292
POINT (-120.15503132599969 44.56744942400047),1995,Oregon,3184369,36,13,3100,1645,3085,15,2758,327,13,2,0,0,1231,629,372,1234,65,627,48,1126
POINT (-77.86070029399963 40.79373015200048),1995,Pennsylvania,12198403,67,29,9624,961,8772,852,7082,1690,587,226,39,0,5336,2643,1096,490,3639,5090,0,405
POINT (-71.52247031399963 41.70828019300046),1995,Rhode Island,1017002,5,2,595,135,557,38,491,66,22,10,6,0,451,160,78,49,166,346,0,34
POINT (-81.04537120699968 33.998821303000454),1995,South Carolina,3748582,46,22,6654,1376,6398,256,5003,1395,225,28,3,0,3169,1642,812,36,559,4910,69,1080
POINT (-100.3735306369997 44.353130053000484),1995,South Dakota,737925,66,4,589,871,589,0,506,83,0,0,0,0,261,161,87,0,0,0,103,486
POINT (-85.77449091399967 35.68094058000048),1995,Tennessee,5326936,95,33,7002,5043,6268,734,4659,1609,565,156,13,0,4513,2645,1318,331,1366,4660,20,625
POINT (-99.42677020599967 31.827240407000488),1995,Texas,18958751,254,27,6823,3032,5989,834,4728,1261,500,248,84,2,4477,2425,912,180,762,5078,129,674
POINT (-111.58713063499971 39.360700171000474),1995,Utah,2014177,29,11,2376,1639,2329,47,1685,644,39,8,0,0,1171,602,382,344,465,992,124,451
POINT (-72.51764079099962 43.62538123900049),1995,Vermont,589002,14,5,1108,717,1090,18,1000,90,18,0,0,0,435,227,128,10,505,386,47,160
POINT (-78.45789046299967 37.54268067400045),1995,Virginia,6670693,134,44,8164,7896,7576,588,5964,1612,472,107,9,0,4942,2943,1362,707,2081,4061,120,1195
POINT (-120.47001078999972 47.52227862900048),1995,Washington,5481027,39,20,4503,2797,4481,22,3993,488,19,3,0,0,1695,871,524,1997,50,1430,124,902
POINT (-80.71264013499967 38.66551020200046),1995,West Virginia,1823700,55,13,3104,1641,2899,205,2265,634,163,40,2,0,1783,977,431,183,328,1725,46,822
POINT (-89.81637074199966 44.39319117400049),1995,Wisconsin,5184836,72,31,6735,4580,6311,424,5394,917,293,102,29,0,5154,2520,1112,677,217,5589,0,252
POINT (-108.10983035299967 43.23554134300048),1995,Wyoming,485160,23,14,2371,2739,2363,8,2027,336,5,1,1,1,1540,625,321,0,0,839,54,1478
POINT (-86.63186076199969 32.84057112200048),1996,Alabama,4331102,67,26,4110,5406,3908,202,3151,757,152,46,4,0,2668,1451,761,94,38,2811,60,1107
POINT (-147.72205903599973 64.84507995700051),1996,Alaska,608569,30,4,1301,163,1294,7,1093,201,7,0,0,0,361,228,114,310,0,303,18,670
POINT (-111.76381127699972 34.865970280000454),1996,Arizona,4586940,15,11,2137,1889,1965,172,1199,766,154,17,1,0,1224,822,453,115,174,1280,182,386
POINT (-92.27449074299966 34.74865012400045),1996,Arkansas,2572109,75,20,2543,4777,2486,57,2203,283,50,7,0,0,1510,874,490,44,50,1525,40,884
POINT (-120.99999953799971 37.63864012300047),1996,California,32018834,58,56,17946,2550,15002,2944,11222,3780,1798,874,265,7,11584,5938,2509,448,3501,12966,157,874
POINT (-106.13361092099967 38.843840757000464),1996,Colorado,3919972,64,29,7860,2754,7707,153,6236,1471,151,2,0,0,2867,1562,877,555,804,3082,242,3177
POINT (-72.64984095199964 41.56266102000046),1996,Connecticut,3336685,8,8,2128,800,1994,134,1608,386,97,33,4,0,1483,661,312,187,480,1267,0,194
POINT (-75.57774116799965 39.008830667000495),1996,Delaware,740977,3,3,787,311,700,87,530,170,69,17,1,0,569,318,126,4,155,580,0,48
POINT (-77.036871 38.907192),1996,District Of Columbia,572377,1,1,366,0,335,31,205,130,24,7,0,0,174,97,48,15,170,119,62,0
POINT (-81.92896053899966 28.932040377000476),1996,Florida,14853360,67,32,8683,3029,8550,133,7376,1174,122,10,1,0,3775,1697,1028,241,380,7292,142,628
POINT (-83.62758034599966 32.83968109300048),1996,Georgia,7501069,159,20,3707,3613,3420,287,2593,827,195,82,10,0,2583,1418,704,11,577,2663,101,355
POINT (-157.85774940299973 21.304850435000446),1996,Hawaii,1203755,5,3,666,432,666,0,664,2,0,0,0,0,139,82,51,129,2,175,66,294
POINT (-114.3637300419997 43.682630005000476),1996,Idaho,1203083,44,18,2544,4044,2518,26,2266,252,20,4,1,1,1665,894,452,495,291,313,192,1253
POINT (-88.99771017799969 40.48501028300046),1996,Illinois,12101997,102,24,7411,1373,7148,263,6159,989,211,46,6,0,3597,1465,776,275,562,5676,0,898
POINT (-86.14996019399968 39.766910452000445),1996,Indiana,5906013,92,23,5364,3054,4781,583,3739,1042,417,153,12,1,4060,2114,861,548,739,3464,0,613
POINT (-93.81649055599968 42.46940091300047),1996,Iowa,2880000,99,12,2458,1934,2437,21,2127,310,19,2,0,0,1100,568,320,96,0,990,0,1372
POINT (-98.20078122699965 38.34774030000045),1996,Kansas,2614554,105,13,1596,3162,1523,73,1238,285,65,7,1,0,1329,710,363,78,162,894,0,462
POINT (-84.77497104799966 37.645970271000465),1996,Kentucky,3919535,120,36,8787,4389,8308,479,6672,1636,411,65,3,0,5285,2718,1325,240,1692,6090,52,713
POINT (-92.44568007099969 31.31266064400046),1996,Louisiana,4398877,64,22,7548,504,7272,276,6180,1092,229,44,3,0,3435,1500,774,25,776,6645,0,102
POINT (-68.98503133599962 45.254228894000505),1996,Maine,1249060,16,15,3558,1932,3464,94,3111,353,76,18,0,0,1946,844,469,0,150,2658,117,633
POINT (-76.60926011099963 39.29058096400047),1996,Maryland,5111986,24,15,3585,1905,3186,399,2483,703,313,81,5,0,2372,1404,555,320,257,2752,0,256
POINT (-72.08269067499964 42.27687047000046),1996,Massachusetts,6179756,14,11,3181,845,3050,131,2472,578,104,24,3,0,1692,780,406,147,834,2126,0,74
POINT (-84.71439026999968 44.6613195430005),1996,Michigan,9758645,83,27,5656,4226,5266,390,4376,890,278,96,16,0,4546,2192,967,290,731,4202,0,433
POINT (-94.79420050299967 46.35564873600049),1996,Minnesota,4712827,87,18,3553,3035,3541,12,3269,272,12,0,0,0,1315,638,393,780,882,1448,10,433
POINT (-89.53803082499968 32.745510099000455),1996,Mississippi,2748085,82,15,3176,2314,3039,137,2406,633,125,11,1,0,1890,1011,519,36,3,2862,0,275
POINT (-92.56630005299968 38.635790776000476),1996,Missouri,5431553,115,16,4108,1748,3793,315,3044,749,217,59,6,33,3716,1584,549,245,1081,1948,0,834
POINT (-109.42442064499971 47.06652897200047),1996,Montana,886254,56,22,4630,3422,4626,4,4358,268,4,0,0,0,1571,806,410,1002,222,149,47,3210
POINT (-99.36572062299967 41.6410409880005),1996,Nebraska,1673740,93,8,1286,1642,1285,1,1187,98,0,1,0,0,627,360,205,247,0,357,0,682
POINT (-117.07184056399967 39.493240390000494),1996,Nevada,1666320,17,9,1792,1502,1691,101,1140,551,97,3,1,0,1099,558,318,85,137,1094,69,407
POINT (-71.50036091999965 43.65595011300047),1996,New Hampshire,1174719,10,10,2516,1144,2455,61,2202,253,45,16,0,0,1498,548,347,36,293,2040,5,142
POINT (-74.27369128799967 40.13057004800049),1996,New Jersey,8149596,21,17,5557,665,5159,398,3979,1180,291,103,4,0,2778,1366,634,701,1666,2988,36,166
POINT (-106.24058098499967 34.52088095200048),1996,New Mexico,1752326,33,18,3421,3167,3324,97,2684,640,82,8,2,5,2497,744,415,587,482,1051,195,1106
POINT (-75.54397042699964 42.82700103200045),1996,New York,18588460,62,35,10008,2802,9691,317,8296,1395,241,75,1,0,4908,2098,1138,429,1339,7749,0,491
POINT (-79.15925046299964 35.466220975000454),1996,North Carolina,7500670,100,46,8696,8140,7952,744,5998,1954,629,111,4,0,5498,3380,1688,1154,217,5868,32,1425
POINT (-100.11842104899966 47.47531977900047),1996,North Dakota,650382,53,9,1848,1446,1847,1,1756,91,1,0,0,0,593,319,212,0,254,1349,0,245
POINT (-82.40426005599966 40.06021014100048),1996,Ohio,11242827,88,44,9627,6477,8684,943,6936,1748,695,232,16,0,6713,3774,1583,555,772,6266,0,2034
POINT (-97.52107021399968 35.47203135600046),1996,Oklahoma,3340129,77,11,2439,1587,2366,73,2003,363,63,9,1,0,1157,596,317,52,803,1268,0,316
POINT (-120.15503132599969 44.56744942400047),1996,Oregon,3247111,36,12,3037,1355,2974,63,2687,287,46,14,3,0,1439,666,343,1296,23,678,42,998
POINT (-77.86070029399963 40.79373015200048),1996,Pennsylvania,12220464,67,31,9802,1544,9087,715,7313,1774,586,122,6,1,5325,2618,1195,454,3524,5270,0,554
POINT (-71.52247031399963 41.70828019300046),1996,Rhode Island,1020893,5,2,602,130,582,20,484,98,15,5,0,0,372,140,80,22,199,344,0,37
POINT (-81.04537120699968 33.998821303000454),1996,South Carolina,3796200,46,22,6821,1231,6570,251,5304,1266,224,26,1,0,3244,1592,832,24,480,5100,66,1151
POINT (-100.3735306369997 44.353130053000484),1996,South Dakota,742213,66,4,588,876,585,3,495,90,3,0,0,0,310,149,85,0,0,0,102,486
POINT (-85.77449091399967 35.68094058000048),1996,Tennessee,5416643,95,32,6714,4998,6004,710,4476,1528,582,124,4,0,4196,2582,1229,278,1043,4554,29,810
POINT (-99.42677020599967 31.827240407000488),1996,Texas,19340342,254,27,7232,2650,6822,410,5628,1194,303,86,20,1,4117,1797,894,150,892,5416,111,663
POINT (-111.58713063499971 39.360700171000474),1996,Utah,2067976,29,11,2692,1334,2531,161,1707,824,148,12,1,0,1266,755,375,344,680,1116,115,437
POINT (-72.51764079099962 43.62538123900049),1996,Vermont,593701,14,5,1102,728,1091,11,1000,91,7,4,0,0,479,214,128,34,488,374,46,160
POINT (-78.45789046299967 37.54268067400045),1996,Virginia,6750884,134,42,8028,7344,7658,370,6092,1566,338,32,0,0,4340,2544,1286,716,2090,3914,125,1183
POINT (-120.47001078999972 47.52227862900048),1996,Washington,5569753,39,20,4833,2487,4791,42,4345,446,31,11,0,0,1989,1031,563,1788,68,1915,159,903
POINT (-80.71264013499967 38.66551020200046),1996,West Virginia,1822808,55,14,3126,1998,2984,142,2443,541,120,22,0,0,1750,908,433,189,421,1627,42,847
POINT (-89.81637074199966 44.39319117400049),1996,Wisconsin,5229986,72,30,6812,4168,6538,274,5765,773,212,50,12,0,4896,2060,1116,669,230,5693,0,220
POINT (-108.10983035299967 43.23554134300048),1996,Wyoming,488167,23,14,2175,2949,2164,11,1826,338,11,0,0,0,1039,613,316,0,0,879,48,1248
POINT (-86.63186076199969 32.84057112200048),1997,Alabama,4367935,67,26,3840,5650,3663,177,2964,699,159,17,1,0,2326,1479,738,132,6,2393,43,1266
POINT (-147.72205903599973 64.84507995700051),1997,Alaska,612968,30,4,1199,261,1194,5,1040,154,4,1,0,0,427,195,111,306,0,310,13,570
POINT (-111.76381127699972 34.865970280000454),1997,Arizona,4736990,15,11,2360,1655,2202,158,1423,779,142,15,0,1,1413,761,442,47,114,1601,162,436
POINT (-92.27449074299966 34.74865012400045),1997,Arkansas,2601090,75,20,2659,4641,2595,64,2205,390,57,7,0,0,1582,874,467,40,42,1690,32,855
POINT (-120.99999953799971 37.63864012300047),1997,California,32486010,58,56,18204,2236,16150,2054,12312,3838,1403,520,125,6,10702,4771,2468,487,3428,12871,142,1276
POINT (-106.13361092099967 38.843840757000464),1997,Colorado,4018293,64,29,7525,3060,7451,74,6140,1311,74,0,0,0,2535,1430,857,573,709,2878,269,3096
POINT (-72.64984095199964 41.56266102000046),1997,Connecticut,3349348,8,8,2251,669,2062,189,1679,383,88,76,25,0,1859,738,330,154,484,1472,0,141
POINT (-75.57774116799965 39.008830667000495),1997,Delaware,751487,3,3,845,250,731,114,580,151,74,33,7,0,645,363,130,12,133,670,0,30
POINT (-77.036871 38.907192),1997,District Of Columbia,567736,1,1,365,0,323,42,209,114,23,16,3,0,224,108,47,7,177,120,61,0
POINT (-81.92896053899966 28.932040377000476),1997,Florida,15186304,67,34,9334,3076,9043,291,7728,1315,264,27,0,0,3889,1979,1097,230,378,7376,156,1194
POINT (-83.62758034599966 32.83968109300048),1997,Georgia,7685099,159,22,4239,3791,3862,377,2916,946,281,84,12,0,3090,1844,800,44,554,2965,99,577
POINT (-157.85774940299973 21.304850435000446),1997,Hawaii,1211640,5,3,778,317,778,0,773,5,0,0,0,0,151,89,58,57,16,269,10,426
POINT (-114.3637300419997 43.682630005000476),1997,Idaho,1228520,44,18,2759,3811,2728,31,2438,290,25,5,1,0,1419,780,448,400,369,286,191,1513
POINT (-88.99771017799969 40.48501028300046),1997,Illinois,12185715,102,25,7767,1358,7555,212,6438,1117,181,27,4,0,3370,1532,834,233,582,6087,0,865
POINT (-86.14996019399968 39.766910452000445),1997,Indiana,5955267,92,27,6051,3804,5536,515,4339,1197,383,124,8,0,4287,2359,1015,559,588,4103,0,801
POINT (-93.81649055599968 42.46940091300047),1997,Iowa,2891119,99,16,3109,2731,3090,19,2627,463,19,0,0,0,1344,820,477,61,0,1676,0,1372
POINT (-98.20078122699965 38.34774030000045),1997,Kansas,2635292,105,13,1650,3095,1589,61,1292,297,57,4,0,0,1075,624,338,36,184,945,0,485
POINT (-84.77497104799966 37.645970271000465),1997,Kentucky,3952747,120,36,9034,4106,8557,477,6858,1699,401,71,5,0,5177,2647,1283,261,1598,6403,67,705
POINT (-92.44568007099969 31.31266064400046),1997,Louisiana,4421071,64,22,7667,363,7227,440,5835,1392,370,66,4,0,3642,1801,799,18,742,6800,0,107
POINT (-68.98503133599962 45.254228894000505),1997,Maine,1254774,16,13,3068,1677,2965,103,2682,283,67,27,9,0,1912,743,406,0,175,2279,153,461
POINT (-76.60926011099963 39.29058096400047),1997,Maryland,5157328,24,15,3626,1849,3104,522,2448,656,319,160,43,0,2737,1589,572,181,256,2939,0,250
POINT (-72.08269067499964 42.27687047000046),1997,Massachusetts,6226058,14,11,3108,907,2927,181,2453,474,111,59,11,0,1924,815,389,218,738,2093,0,59
POINT (-84.71439026999968 44.6613195430005),1997,Michigan,9809051,83,25,5310,3815,4997,313,4115,882,237,74,2,0,3865,1915,878,246,412,4172,0,480
POINT (-94.79420050299967 46.35564873600049),1997,Minnesota,4763390,87,22,3288,4742,3271,17,3111,160,17,0,0,0,1223,652,409,503,758,1393,14,620
POINT (-89.53803082499968 32.745510099000455),1997,Mississippi,2777004,82,15,3272,2203,3075,197,2170,905,179,17,1,0,2001,1210,590,51,57,2819,0,345
POINT (-92.56630005299968 38.635790776000476),1997,Missouri,5481193,115,15,3979,1496,3770,209,3052,718,161,30,3,15,2524,1312,501,337,1087,1871,0,684
POINT (-109.42442064499971 47.06652897200047),1997,Montana,889865,56,22,4651,3379,4648,3,4440,208,3,0,0,0,1451,787,394,1087,187,90,39,3248
POINT (-99.36572062299967 41.6410409880005),1997,Nebraska,1686418,93,7,1160,1395,1156,4,1039,117,4,0,0,0,562,320,185,252,0,364,0,544
POINT (-117.07184056399967 39.493240390000494),1997,Nevada,1764104,17,9,2096,1189,2044,52,1507,537,51,1,0,0,859,500,323,166,127,1399,57,347
POINT (-71.50036091999965 43.65595011300047),1997,New Hampshire,1189425,10,10,2456,1194,2389,67,2178,211,47,15,5,0,1783,539,350,64,313,1906,6,167
POINT (-74.27369128799967 40.13057004800049),1997,New Jersey,8218808,21,17,5571,634,5104,467,4083,1021,285,147,35,0,3147,1456,633,594,1576,3225,41,135
POINT (-106.24058098499967 34.52088095200048),1997,New Mexico,1774839,33,16,3455,2385,3386,69,2821,565,61,1,1,6,2224,660,386,293,504,1435,206,1017
POINT (-75.54397042699964 42.82700103200045),1997,New York,18656546,62,33,9961,2084,9536,425,8391,1145,307,101,17,0,5011,2022,1096,541,1244,7772,0,404
POINT (-79.15925046299964 35.466220975000454),1997,North Carolina,7656825,100,51,10231,8384,9087,1144,6555,2532,933,203,8,0,6593,4139,1962,1035,260,7513,43,1380
POINT (-100.11842104899966 47.47531977900047),1997,North Dakota,649716,53,10,1899,1751,1888,11,1776,112,11,0,0,0,729,370,228,0,242,1369,0,288
POINT (-82.40426005599966 40.06021014100048),1997,Ohio,11277357,88,48,11331,6189,10465,866,8325,2140,682,179,5,0,7385,3944,1749,524,716,8010,0,2081
POINT (-97.52107021399968 35.47203135600046),1997,Oklahoma,3372917,77,14,2894,2216,2789,105,2328,461,89,16,0,0,1431,796,414,45,942,1632,0,275
POINT (-120.15503132599969 44.56744942400047),1997,Oregon,3304310,36,12,3070,1310,3068,2,2819,249,2,0,0,0,963,556,337,1324,49,686,47,964
